Id,SalePrice
1301,12.323855681186558
769,12.28690119819279
1264,12.103486056755072
490,11.362102575235644
129,11.951180395901384
331,11.686878772093667
1401,11.695247021764184
1126,11.652687407345388
38,11.938193200374572
1025,12.567237494741757
1314,12.716402146247475
677,11.37366339763672
1374,13.053013299269535
1418,12.736700896592344
175,12.122691036591123
1339,12.206072645530174
1406,12.524526376648708
537,12.144197241812087
1228,11.898187865760873
232,12.90669184092882
1006,11.917723684090689
553,12.450977688625896
452,12.542544882151386
106,12.429216196844383
382,12.142866569626381
1270,11.877568578558138
869,12.037653993905211
91,11.607326140391713
610,11.682668239557323
10,11.678439903447801
958,11.790557201568507
1185,12.137258329529814
1345,11.956553034172742
879,11.904967552746252
967,11.982929094215963
1371,11.56171562913966
195,11.751942365440728
867,12.424806488355683
194,11.77528972943772
1426,11.863582336583399
690,12.17921519136029
59,12.991753427493052
1085,12.141534124392603
34,12.016726473799254
694,11.594321103174222
514,11.805595078933049
1372,12.016726473799254
468,11.894780707439258
1106,12.691580461311874
1354,12.92391243868049
311,12.017330520933296
1315,11.686878772093667
457,11.49272275765271
715,11.779128505744886
1405,11.56171562913966
1341,11.719939634354555
149,11.856515169360305
77,11.818570237796182
277,12.211060187041213
658,11.911701584927597
607,11.931635799828413
1199,12.089538829274222
1169,12.367340793126296
745,12.100712129872347
1302,12.086725887897607
367,11.976659481202368
229,11.736069016284437
1393,11.719939634354555
30,11.134589024250317
221,12.230277334226992
795,12.178187442040638
1275,11.842229212112828
1282,12.100712129872347
216,11.80894766169701
271,12.491251587763836
949,12.167851432709975
19,11.976659481202368
582,12.442302200392747
51,12.083905011555967
965,12.277928082630602
207,11.876873892875459
1257,12.616525295149378
130,11.918390573078392
249,12.100712129872347
851,11.786762130599957
1040,11.289781913656018
1350,11.711776323715394
1152,11.917723684090689
1361,12.14950229404178
1084,11.982929094215963
1052,12.206777397134413
1062,11.302204433654575
1454,11.344506813345266
124,11.94405831982697
113,12.858319703517948
72,11.771436160121729
759,12.097373228606832
571,11.867798786962332
150,11.652687407345388
1416,12.077670930725649
1192,12.066810578196666
1202,12.195517131590657
179,13.1260306447518
498,12.122691036591123
873,11.661345470088502
1161,11.891361900690473
679,12.827992316801751
493,12.059803326028716
627,11.848683160653573
425,11.842229212112828
1254,12.591335046320818
1104,11.979799201207037
573,12.321630986164447
598,12.17664898415669
803,12.14950229404178
135,12.100712129872347
973,11.507912923146684
1174,12.20856952572876
420,11.863582336583399
1124,11.678439903447801
127,11.759785542901755
622,12.388394202324129
1284,11.842229212112828
1382,12.377922902456833
32,11.914047823644255
1258,11.511924964636645
1292,11.691071650353702
147,11.56171562913966
340,11.951180395901384
1035,11.693161515273161
1444,11.703545824578878
727,12.310432660854417
1011,11.813030057420567
955,11.755871643580617
546,12.341477282536376
963,11.951180395901384
528,13.008659261632127
379,12.885202034321916
365,12.154779351142624
1398,11.831379196088763
843,12.071969661006694
282,12.128111104060462
699,11.83862560460953
1328,11.779128505744886
482,12.832011076396668
1266,12.122147410592412
1318,12.249610947544657
657,11.887931365593685
238,12.178187442040638
438,11.686878772093667
265,11.198214720130528
119,12.676076274775909
128,11.37366339763672
542,12.421184025147118
763,12.279323107269766
360,12.542544882151386
1088,12.437184366493561
342,11.314474526246391
345,11.350406535472453
971,11.813030057420567
303,12.230765258120545
70,12.323855681186558
1298,11.84939770159144
274,11.842229212112828
730,11.542484267211773
1390,11.782952602183288
878,12.765688433465597
1180,11.440354772135393
372,11.808813773969108
474,12.994530005894443
559,12.072541252905651
970,11.84939770159144
762,11.512925464970229
1102,11.691071650353702
46,12.675763725937609
911,11.946654038351252
988,12.88712700173598
334,12.240474072247506
1386,11.740061037553975
894,12.013700752882718
996,11.708492248514204
870,12.371587084007746
1100,11.964001084330445
67,12.100712129872347
1237,12.075394321888057
719,12.739637756265655
116,12.078239274020289
671,12.063932878369052
447,12.154779351142624
248,11.84939770159144
302,12.495003937382387
222,12.206072645530174
14,12.540757571577291
881,11.964001084330445
586,12.820987977820545
501,11.635143097694478
1248,12.042965307660024
853,12.007621706806335
689,12.8790171187726
428,11.59917655301345
1286,11.794337924408413
936,11.288531131754366
79,11.824079893607152
1009,12.388394202324129
1280,11.133128103610641
1420,12.314927050442256
634,11.845102777308561
1331,12.332705296463539
1059,12.721885810807203
568,12.273731294003989
1351,12.206072645530174
1183,13.521139497361697
660,12.025749091398891
1000,12.235631447771718
1013,12.013700752882718
1003,12.354492650648448
767,12.188417710291453
567,12.691580461311874
871,11.603679828238693
1305,11.77528972943772
983,11.982272628789678
706,10.915088464214607
1279,12.375815420117268
488,12.072541252905651
906,11.759785542901755
157,11.603679828238693
834,12.025749091398891
338,12.273731294003989
850,12.138863895836725
678,11.603679828238693
1209,11.84939770159144
1250,11.686878772093667
1412,11.84939770159144
227,12.577636201962656
237,12.130810161029627
1069,11.927680619985486
948,12.506177237980511
122,11.512925464970229
1261,12.106252310247962
1029,11.56171562913966
740,12.154779351142624
1249,11.771436160121729
821,12.117241431823558
532,11.759785542901755
925,12.24288661865289
251,11.245046019814627
323,12.614865543731012
1101,11.002099841204238
226,11.626254150277232
1020,12.27134527214637
1073,11.424094251263613
1205,11.941455846009388
625,12.014609430818936
42,12.043553716032399
945,11.831379196088763
833,12.375815420117268
421,12.237086699059343
192,12.122691036591123
1307,12.218495165528731
305,12.594730635321957
82,11.941455846009388
183,11.695247021764184
146,11.77528972943772
1308,11.835008964139341
424,12.66032791780777
206,12.103486056755072
840,11.779128505744886
330,11.26446410567173
410,12.73596533201339
1134,12.386308695833106
125,12.106252310247962
986,11.736069016284437
823,12.323855681186558
974,12.111761966058932
1397,11.982929094215963
591,12.132964173709535
1453,11.884489021402711
1141,11.842229212112828
1449,11.626254150277232
375,12.299107511497363
533,11.585246126549855
1080,11.744037185933616
888,11.816726919301892
1061,12.271392111650817
700,12.185869938212655
354,11.570250531589497
628,11.938193200374572
388,11.736069016284437
1182,12.8802918162046
377,11.904967552746252
602,11.856515169360305
1081,11.884489021402711
143,12.01974306733868
275,11.732060994886899
564,12.128111104060462
1432,11.875830958659597
71,12.404923504275338
1285,12.037653993905211
1024,12.160028707028767
787,11.842229212112828
40,11.314474526246391
454,12.254862809699606
1129,12.2783933071098
1172,12.0015054797889
1409,11.740061037553975
775,12.886641043883259
792,11.896826395162552
952,11.694413341015606
1204,12.269047444691562
178,12.058152515453552
328,11.886211674714158
459,11.9891596439666
309,11.320553572322773
733,12.312682380588432
902,11.938193200374572
1435,11.982929094215963
399,11.112447898373103
1189,12.180754837545884
1181,12.429216196844383
1326,10.915088464214607
63,12.218495165528731
1046,11.84653646931041
844,11.856515169360305
736,12.0015054797889
391,11.686878772093667
108,11.652687407345388
394,11.512925464970229
612,11.904967552746252
784,12.016726473799254
1313,12.618182296357007
899,13.323926946863102
1288,12.154779351142624
644,11.931635799828413
1399,11.835008964139341
1070,11.813030057420567
308,11.401993904262946
1423,11.824079893607152
434,12.106252310247962
828,12.14950229404178
1277,11.99535161421452
25,11.944707881395766
1099,11.759785542901755
962,12.513557345278134
234,11.761346823468706
278,11.856515169360305
1403,12.174989532116426
1057,12.132695175725399
835,11.8490404949436
704,11.84939770159144
711,10.858998997563564
155,11.736069016284437
1188,12.476099782743233
508,12.246734627249063
435,11.302204433654575
1375,12.429216196844383
176,12.400816722322686
1004,11.827042533619087
3,12.31716669303576
1424,12.524417279788771
233,11.456355113481834
89,11.350406535472453
723,11.732060994886899
489,11.982929094215963
893,11.947949375319936
753,12.287652632522597
1111,12.144197241812087
600,11.925035115797062
84,11.747997587149712
1219,11.296012463406655
985,11.744037185933616
750,11.49272275765271
161,11.998433280751929
819,11.951180395901384
390,12.962194625251508
1376,12.384218830913648
1320,11.617285480294472
1048,11.884489021402711
1385,11.56171562913966
1160,12.128111104060462
1459,11.864462231052837
1097,11.751942365440728
181,12.083905011555967
470,12.138863895836725
39,11.59910316121128
895,11.685684782260491
892,12.058152515453552
1208,12.206072645530174
27,11.811547477460344
820,12.319401330837177
137,11.870599909242044
1103,11.813030057420567
942,12.273731294003989
915,12.065274916913605
371,12.05757263721173
1148,12.069680020624618
347,11.928340903931561
477,12.249610947544657
1265,12.106252310247962
1241,12.323411137947407
215,11.993807212363148
1224,11.834284063781393
519,12.259613412458204
718,11.964001084330445
1369,11.877568578558138
1128,12.464583340681674
924,12.170445467887022
304,11.917723684090689
478,12.84792653170257
605,12.30591798049989
1031,11.982929094215963
364,11.678439903447801
1068,12.031123843065632
198,12.367340793126296
55,11.77528972943772
461,12.481561937216318
505,11.898187865760873
